Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
SkypeInstaller_12,13.05,application/vnd.microsoft.portable-executable,3c814eda1aee5c312fc95ff80f598ea02b9b41b22f758ef985d75df143a2671c,19,0,5,0,0,0
PowerPointInstaller_12,28.49,exe,cafc6b498af0695b399166411baed8d645ab2a621715ecda7d7e942b964840d3,32,0,25,1,1,0
TeamsUpdate_12,23.05,application/x-executable,ccc39e8fa2d72ce99778a584e7dab38cb11f527ba2a837b2e82f9899d17ef446,11,1,43,1,1,0
AccessRepairTool_12,45.9,exe,7a39ddd004a6c1d882b1ba7e5fec8da33ec9ce1362ccb5f95c01e329d8f63caf,16,0,2,1,0,0
Office365Setup_12,48.07,exe,1b7ab33e628e8646452e1357240fdb4698bc6410b3cfafaeacac0fb3efde08d5,26,1,4,0,0,0
WindowsBackup_12,33.85,application/x-executable,2e1768126537acd3663e821ac85591d001ec60c115e5db32cb8755b280c9e312,25,0,38,0,1,0
AdobeInstaller_13,21.86,application/x-dosexec,6e57afc1fa0e8f79829c6225ccf41b096b58cf0a30a90f6a6a1de5e70410bff7,22,0,10,1,0,0
WinUpdatePatch_13,13.41,application/vnd.microsoft.portable-executable,808957c1a65bdb98431664d7fbc7a2e6e97c5360e88b2c7e1e38407f67536db8,10,0,37,0,0,0
MicrosoftWord_13,9.38,application/vnd.microsoft.portable-executable,b7e353525a64686d1f7fc702efaa8158d4f3d96f06226c069e937202f391b6ec,36,0,34,0,0,0
ExcelUpdater_13,13.81,application/x-executable,722ff584587a92b8b933938dee163b4614dd8dd06675b888e6e38540c9771558,31,0,18,0,1,0
VisualStudioSetup_13,16.62,application/vnd.microsoft.portable-executable,fdda13f2867e952eddd658a1027b2ffb97289632eac2a7150e53eef13acd5e03,22,0,17,1,1,0
EdgeUpdate_13,36.75,application/vnd.microsoft.portable-executable,f0648bc7f47c66cdb1d4cf7f09fd2760e88c67430cdc570380c98c8b6f423c9e,37,1,22,1,1,0
DefenderScan_13,21.93,application/x-executable,df2d748ce2c6e60408ca24d3b351786b458c7f1761a729a7091a9492a921d7f7,5,1,23,0,0,0
OutlookSync_13,26.72,application/vnd.microsoft.portable-executable,849c2327a5ac779a16597c0e5edaf3fbcccf16e457491005ed500c747ace68a9,35,1,9,1,1,0
OneDriveClient_13,5.31,application/x-dosexec,3aebdd2401985698140828b361e3ad8b43c9e3455fd6a78eafa9093341162fba,17,1,5,1,1,0
SkypeInstaller_13,3.37,application/x-dosexec,d3706d8c335da39a4f9e3fa2d423003372ec5b32deb4facfcb43fb621cd294c7,8,1,12,1,1,0
PowerPointInstaller_13,19.45,exe,2600893deec6e9c19e3be3886c0123d25dd095e644f877b696937a43b1eb913a,14,1,3,0,1,0
TeamsUpdate_13,16.31,application/vnd.microsoft.portable-executable,3ab8b8315b017174cd9fde554b9e2342aed1d9fd786b2fb819671eabc37f12a1,8,0,8,0,1,0
AccessRepairTool_13,15.67,exe,ff7a31d5c6b59374a09fd526a9d94c67a4fc866d005bd639a7b63d7b83cf6ef2,20,0,22,1,0,0
Office365Setup_13,20.92,exe,0d72d8f6b89c62c9024000e24d80edcb9a48d78ae014f1a438541661f05426ec,37,0,23,1,1,0
WindowsBackup_13,27.75,application/vnd.microsoft.portable-executable,392fe6da624560c174578ff18d155f5d0dd2a7010938a3965afcf969c60df4ea,19,1,54,0,0,0
AdobeInstaller_14,43.28,application/x-dosexec,50e6699523b7026b7a964b671b66158682cb46cc31c93ea30323eb58ac1d3093,32,1,23,1,0,0
WinUpdatePatch_14,34.24,application/vnd.microsoft.portable-executable,532720ea78643d6f8268bf3c4d9482231d9a171f9cb60ddaa7f0623e9fa36297,29,1,24,1,1,0
MicrosoftWord_14,14.61,application/x-executable,7f9896e77b1dc15c255b2b01a9e125523b69b7fa6edf5b07e15cee79b33e76ef,15,0,21,0,0,0
ExcelUpdater_14,27.49,application/x-dosexec,c1fd721e5c3bf142bc1266baaae6340a211ecfb4709e001ec121781ba85b4a63,37,1,36,0,1,0
VisualStudioSetup_14,13.15,application/x-dosexec,dcf1d4ada4ff88001c790b70622adb7dadb7e5c2131e307a9ad4a31e18694dc8,29,0,31,1,1,0
EdgeUpdate_14,8.31,exe,736e5f351e135f79185cde5c5c7e1379c655b791c3e422b0c75ad65e18f15af1,14,1,30,0,1,0
DefenderScan_14,16.19,application/x-executable,a13a0408c59e9c42799a7d44b5bd2645682136a198f0a3f25c18c06c4a29e92a,19,1,7,1,0,0
OutlookSync_14,45.94,application/x-executable,35d845663ead4daf48aaf2f96f39ca3b6a87276cb7508015f0a3e12e12362a00,9,0,34,0,1,0
OneDriveClient_14,38.08,application/vnd.microsoft.portable-executable,34ef9e698fc7e4183a393df0b296d6206f61cfb02d2363e745020ec6cbf0745b,32,1,31,0,0,0
SkypeInstaller_14,3.79,application/x-dosexec,cae8f0fedebe40be2db3b4b6980c187754d49046d858b388493dd0abec648cfe,26,1,34,1,1,0
PowerPointInstaller_14,16.37,application/x-dosexec,ab3fa97e1e9e4567da8e539850495c27f475c4fe3413d6c464afd19365376d81,6,1,35,1,1,0
TeamsUpdate_14,48.41,exe,2372298564e361e8f343120c8e37eedac00642323a1c4c3d4e80a59f7e2fd2e5,32,1,45,0,0,0
AccessRepairTool_14,28.31,application/vnd.microsoft.portable-executable,dd880425e91f94a2a9aab82e317dd0432965d1103d714d012992e029b32414d4,22,1,41,1,0,0
Office365Setup_14,6.22,exe,0b6afc70dc1aa714be97eade011b15acbebda6a59c90fc22e4ce05682b544aae,29,1,5,0,0,0
WindowsBackup_14,44.11,application/x-executable,cee9018f56d105fe4396cb9bbf2916a206fa6b2a94a6b30c83eb8575c76d8d83,11,0,0,1,0,0
AdobeInstaller_15,18.6,exe,535ee8ad5b68a340ac832a55bd0c26d27a6e64983f94124010eb98358dd5ecb7,4,1,11,1,0,0
WinUpdatePatch_15,35.19,application/x-dosexec,d3279c5804d7bfc16950eeb9fcf73f94ed500abe057131b9960be4191208d36b,14,1,39,0,0,0
MicrosoftWord_15,0.47,application/x-executable,82f74408dea0807ba018465680338db589d63a050b548deb73e2e3dfb6daa8de,8,0,9,0,1,0
ExcelUpdater_15,19.16,application/x-dosexec,31f12391a8ddde8c6067772ff5beb301d521df61b1971b060c28f1535a50c1f0,7,0,16,1,0,0
VisualStudioSetup_15,25.89,exe,818b7c0318a105b0428e4c267db557ae42fce21f7bb511023656956f822f21ac,26,1,36,0,0,0
EdgeUpdate_15,5.65,application/vnd.microsoft.portable-executable,bc13ae9eec3eb4709abd2f7314f0341cd95c277d3015a812c245ddd879943888,39,1,6,0,1,0
DefenderScan_15,29.37,application/x-dosexec,db003ceeaced8d62eb6e584193729e09a89722f20815bb65df9b345cda8f4518,17,0,22,1,0,0
OutlookSync_15,31.43,application/vnd.microsoft.portable-executable,2708c860214874d028132bb40a11fd75ca4cf46135b1bafd904bf67977e2b14c,28,1,5,0,1,0
OneDriveClient_15,15.5,exe,c439d95b390af08a37a9ad794a3277aa5b78198c56ff6f7da8c1eabeb06cf9f2,10,1,10,0,0,0
SkypeInstaller_15,30.62,application/x-dosexec,3ab3eace09752fdd4bd89454179815fd6509ead52a46d35976897b0bfd8bf665,20,0,11,1,1,0
PowerPointInstaller_15,8.2,application/x-executable,7c9547a2edffc000443e31c75dc97cea7886403b6999c5412e4ca611d20280c7,34,0,15,0,0,0
TeamsUpdate_15,37.49,application/x-executable,6d54b3fc336058a9f95ad580970aca6b3b1d0d3720c9eda7f997dced757c4534,8,1,33,0,0,0
AccessRepairTool_15,37.04,application/x-dosexec,4c57f49ec1be58b054bc67e60fd71392783352b28421aa1850349181110e906e,3,0,32,0,0,0
Office365Setup_15,19.16,exe,75b79f5430f506c46f570f2350a5a96f7b40024af0b73ce6a239689041c0544f,12,1,31,0,1,0
WindowsBackup_15,11.17,application/x-dosexec,54fe2683af80f88b0e69b003d0b8da60451e75ed03f073db87307e399e2028f2,26,0,47,0,0,0
AdobeInstaller_16,23.2,application/vnd.microsoft.portable-executable,5415db10b36a5e86581c8bd664e793756de4b1bfac98eeabeb9f18df85d3b75b,13,1,25,1,0,0
WinUpdatePatch_16,1.21,application/x-executable,35d6c40ba33805082563ec64ef549b3567062be280b47b0e0d108c5347e55e63,1,0,31,0,1,0
MicrosoftWord_16,10.27,exe,5ee6334e1cf8fc98fc164f15f2d38ff41a59d55384133d5369c591ed203c5a74,27,1,0,1,0,0
ExcelUpdater_16,2.2,exe,c020bad2fa90436a03fcedc2fd15dcaa64f510d300cb9a65f39feececf822656,34,1,7,0,0,0
VisualStudioSetup_16,14.59,application/x-executable,e0a24420c14ee5a39ff77c116e3dc9bec54df9dc24375bf9d1984138efa13457,26,0,7,1,0,0
EdgeUpdate_16,22.48,application/x-executable,9877fc85499c7602ea171504282ccec267b37e983d12b4869abbbfb5ac430fe7,27,0,13,0,0,0
DefenderScan_16,41.8,application/x-executable,7e0e4b34043b78d7e851d62a98ff079d6168a9d13f915c0d444e0113754dd58a,10,0,20,1,0,0
OutlookSync_16,33.86,application/x-executable,680a9beacf9c211b204d206a8306f3c4612901d61796304cbb6efc7809893c6a,12,1,31,1,0,0
OneDriveClient_16,41.19,application/x-executable,82c853204cddb46e5aa6620853bd8130db45d5394cf85b64bbfc5e3b6b5417d3,6,0,7,0,0,0
SkypeInstaller_16,9.9,application/vnd.microsoft.portable-executable,28ae34c575a09271b599738c1fb91623044db26fdc12694c1699237db974fe2e,9,0,33,0,0,0
PowerPointInstaller_16,17.7,exe,1743b86cf3719ebd9dc08f9600733969ee4b217911a11c38c59f218d0977a69b,18,1,3,1,0,0
TeamsUpdate_16,40.43,application/vnd.microsoft.portable-executable,34fbc9dcb42b2ece6bca20e40db131301061cdc1f978fc2982def099cfef0f37,34,1,28,0,0,0
AccessRepairTool_16,32.85,application/x-executable,664184e76b5f7be310b2995b4de8ac28ecca301fbfe158edbddda05040662905,35,0,29,0,0,0
Office365Setup_16,8.81,application/x-executable,7cdd407f96a35f531a4c502c2ef4f130c93dcbf0c7f33384f2418ae253483e36,23,1,28,1,0,0
WindowsBackup_16,41.84,application/vnd.microsoft.portable-executable,e0714570cfd173bf8d85a2a0b2cfb5532853594acb56e7dbdd64cd28e8f373cf,35,0,3,1,0,0
AdobeInstaller_17,2.82,exe,b2e4d8b2de3acc3836d2b1d082a87a0e716eccf7d6620e414e3996745313a3bd,2,0,22,1,0,0
WinUpdatePatch_17,38.72,application/x-executable,00b11808916e4c6172c5b7f7ee6ab911d34a5a003ec6f50adcdf22287bd778fb,5,0,7,0,0,0
MicrosoftWord_17,47.44,application/vnd.microsoft.portable-executable,f0e41e563f51a78215a0697a74c385dcaf166c9a409c4c14f6af02ad5cf5d31b,37,0,37,0,0,0
ExcelUpdater_17,46.84,exe,818616bc654d1000946a5ce7d245b5d5804a75c1f051e1f621d5dc8a98a74547,22,0,23,1,0,0
VisualStudioSetup_17,31.81,application/x-dosexec,8d65744eff0b0be4c32f6b121d073f169c5bfa06d7ef8b14333e90a547f5f125,22,1,30,1,0,0
EdgeUpdate_17,34.66,application/x-executable,bfa6298c5136173f9d6efe80beaa4faf410037ca59e2a767b0a61e8e887d2066,17,0,1,1,0,0
DefenderScan_17,36.63,exe,a4972f320819559c8e3e070165a9a6b98daefd752893529b9c34e387666dbdc3,27,1,0,0,1,0
OutlookSync_17,15.94,application/x-dosexec,d239bf5d656b4164d81409cf6916299dd29aa208fd73464a67dbd55774af4ade,5,1,9,0,0,0
OneDriveClient_17,27.36,application/x-dosexec,0e1b17c81ba2560c8854d53d5b8ccc2474e7a28edf3901066dc1b1b6286baf33,22,0,21,1,0,0
SkypeInstaller_17,20.47,application/x-executable,cf2dbea5b0bfa56b117e82165936c5a824d893df67f21fe95d3cee0ea48118c3,19,0,12,1,0,0
PowerPointInstaller_17,28.59,application/vnd.microsoft.portable-executable,a03a1a0c25dbfb4c56d269f957783f694f462f751a4a9c2bd4cc323db8bf1c72,10,0,30,0,1,0
TeamsUpdate_17,14.73,application/vnd.microsoft.portable-executable,c7040ff984a97f3399d457e9de4aa50fbac953d94b21a6e01f959901c3794b5c,13,1,46,0,0,0
AccessRepairTool_17,48.85,application/vnd.microsoft.portable-executable,1f09c16f700124951c29b2bab48f52f5829c81c32ce5421571f3b25f78ac5ba3,8,0,3,0,1,0
Office365Setup_17,37.61,application/x-dosexec,b3bbfd1d31c69aa45711fe6731f02b19f39896d7a411156d20df47e5369a5148,6,0,28,1,0,0
WindowsBackup_17,19.75,application/x-dosexec,26cae45cb8ff387ad04052d76e3831d6569400cffe99e46b9850759801082e61,33,1,30,1,0,0
AdobeInstaller_18,49.41,application/vnd.microsoft.portable-executable,740941f17585d3257e55d813f3d26af61ca5ea2375d01beeaa0bf889fdffe362,13,1,16,0,0,0
WinUpdatePatch_18,4.36,application/vnd.microsoft.portable-executable,0caad2ff4c4349205ff39b2b97a4f5ed6d7a977de91c01beccfac55093e5ecc7,36,1,18,1,0,0
MicrosoftWord_18,43.38,application/x-executable,c8648d3cd4246609f38b405c69943c7aa3027814b865e7e4742e8bcbb13ca85d,27,0,12,0,1,0
ExcelUpdater_18,15.55,application/vnd.microsoft.portable-executable,5b67eaaa609855e0454b20bcde7ecc59492fb900339b1e2f127df793e4b8d8b5,7,1,47,0,1,0
VisualStudioSetup_18,13.48,application/vnd.microsoft.portable-executable,48d3b6fb67f5aa8228ddbc0cd1aa601ea22321777c66d37342560f376385e0f3,39,1,17,1,1,0
EdgeUpdate_18,45.67,application/vnd.microsoft.portable-executable,41f16bdb6cea0880d847d5398d8e373bc397b7807274042ec9a3186db4c44e7f,32,1,11,0,0,0
DefenderScan_18,41.85,exe,3f98863c30ba3922fabf1f28e35361215762677d614865f0377a7ef70da1fc58,3,0,3,0,0,0
OutlookSync_18,18.42,application/vnd.microsoft.portable-executable,b4f83ada617891786c45c8e7b1365eb35c10579c27e1ace405292b3326fcef80,33,0,6,1,1,0
OneDriveClient_18,24.44,application/vnd.microsoft.portable-executable,3722b586def57c284d82549105d24a9bf0d2ba32690632330990fc4ce9d5c6d6,12,0,15,0,1,0
SkypeInstaller_18,42.69,exe,e9e788c4f69df00e3ef53077351dea628f5fd63579db3904158ca7e0d639e490,15,0,3,1,0,0
PowerPointInstaller_18,25.67,application/x-dosexec,dfd918716497740dbf5461510a98025bad9511e1dd67b67231d6a56831e93919,31,1,28,0,1,0
TeamsUpdate_18,30.42,application/x-executable,1437766ab372df4317cd8580686c8b4f440fae50e5140db7f4727141ea9a6c7a,18,0,22,0,1,0
AccessRepairTool_18,44.99,application/vnd.microsoft.portable-executable,b179c812fff65654f78873c8b99dc43723643962c2c7711eaac662db4e6861ac,21,0,38,0,0,0
Office365Setup_18,45.35,application/vnd.microsoft.portable-executable,c4e0b66468696aec84d1e7f762f44263a26b296b3b690c060573ddad9044cd4c,25,1,3,1,1,0
WindowsBackup_18,45.33,application/x-executable,a8be0fa595602a3724728c0a8690f1a980051f8916e4dc69b154ab250f493c9b,33,0,24,1,1,0
AdobeInstaller_19,23.54,application/x-executable,4326f93da780a82b30b60dd6df2065d0ca3ed48431996d20ee75e0c57b0fe919,36,1,21,0,0,0
WinUpdatePatch_19,11.17,application/x-executable,6aea34153c7e6238440188c59c9dc05ddb71ac9713fef78cb137c946020eca38,27,0,42,0,1,0
MicrosoftWord_19,43.38,application/vnd.microsoft.portable-executable,545daa78422750e8d700557de8954ba7a255249e04cb11933333b6aa58686ec7,34,0,9,1,0,0
ExcelUpdater_19,22.61,exe,5b096868714d2fd1852ed29c8596d1662d2b846dce649f4913249f6d79ccaab4,11,0,22,1,0,0
VisualStudioSetup_19,30.73,application/vnd.microsoft.portable-executable,ce8922c8c82a8eaf2e0c0ca8d2dd11cf900ccc2c6cbf4f7d66c0e92832e2bc6b,26,0,20,1,0,0
EdgeUpdate_19,25.17,application/x-executable,316a69c87da64660e57805fcbb09edd1b020e900e481ae6970d42fa9d4d1a853,11,0,39,0,1,0
DefenderScan_19,36.39,application/x-executable,8a801417e7f39312dbdad990762549fb398f23aa3637bf2b12f74b88508c0f44,28,1,5,1,1,0
OutlookSync_19,8.25,application/vnd.microsoft.portable-executable,8109f74c98ea69962317d431912d06ab14f2483c1ad71a343f090d4d0a6c0e3a,2,1,43,1,0,0
OneDriveClient_19,29.49,exe,2fd5d778c669975b30fff9b2fe312ed9280b7b45f6487b3bf3f75d4720297219,8,0,28,0,0,0
SkypeInstaller_19,29.7,application/x-dosexec,f45598e0eeeba9128d41f4f6ce525dd8c3694360656363fe37b845953d6445b3,7,1,4,1,0,0
PowerPointInstaller_19,22.22,application/x-dosexec,d24938eb273d72e141a33e7950ca444f05dc1196179cc0581498a8cf1764bc9b,36,0,2,0,1,0
TeamsUpdate_19,14.14,application/x-dosexec,f3e05594d065a69ff9189031a3398207683a78f5cdb688d4093ae519466b5ad4,32,0,17,1,0,0
AccessRepairTool_19,35.17,application/x-executable,b3e1cc1138fe99b4286c3c8e9e16126431a60d79238a1efd5aba3fd818785d9f,11,0,25,1,1,0
Office365Setup_19,38.98,application/x-dosexec,5937842261077f36fc2d5d41bbb85b0ca13938bff4cbdec1d7cac68a7f6f51a1,7,0,14,1,0,0
WindowsBackup_19,23.22,application/x-dosexec,8980dae5cd9f3cafcb787295592f970f51f0e85b1b9d14c55ef91e5f854fd331,12,1,29,1,1,0
AdobeInstaller_20,36.93,application/x-dosexec,8090ee974fca619630a043beaa24b15597b72b90cae674a8a48868bb85d834b5,3,1,37,1,1,0
WinUpdatePatch_20,44.73,application/x-executable,19b8d2c3f81b37ba5157cb128d9a3f0f00cc1e5886b7dba2ec92c5039e19bce1,6,1,17,0,1,0
MicrosoftWord_20,30.57,application/x-executable,8a6350843eab77c37ce7866346df0916fe887f967d04607cd92fbb9f98a44f01,40,1,53,1,0,0
ExcelUpdater_20,44.38,application/vnd.microsoft.portable-executable,ae0e6ced22ca0d348fb1bdf847b9bb2c82c5b127559f6dcbaeae596ecd26ce95,3,1,16,1,0,0
VisualStudioSetup_20,48.89,application/x-executable,5a9d7cf84d495872d96e736248dc52c7f71ef44df8ae53c51d1580e1697d9720,34,0,33,1,0,0
EdgeUpdate_20,17.29,application/vnd.microsoft.portable-executable,89d1c6b01fab2384eed1ad1e75c61e154cb4e227fe600f1b1bf10ac9e95e7248,10,0,12,1,1,0
DefenderScan_20,42.6,exe,498bd209e2d117a7e4987fd6a2e42632e801db183d5038147596841bed32dda9,5,0,6,0,1,0
OutlookSync_20,41.27,exe,e93437add7243f27ecd19c260a2ef46bb87dcb22413d1b0c566c7b393a9dddcb,30,1,26,1,1,0
OneDriveClient_20,2.3,exe,88db409a645593cc3d020e7797a2661e540cd1d2ade69fe27c116ddcd184d226,32,1,45,1,0,0
SkypeInstaller_20,2.33,application/x-dosexec,9d2e38fddeb8242bb16e226fa2150c0b6c1a51be0535400cbedac9b3483466d7,29,0,24,1,1,0
PowerPointInstaller_20,48.18,application/x-executable,033306649c0949677a69e5e59eb26fa797bd55589bb1d1dd47f987cba30dc0a4,29,1,53,0,1,0
TeamsUpdate_20,35.6,exe,ec1197baf1885b1db2b4be5e98d1a38bee27befee609df835e090604e7cd8e76,13,1,17,1,1,0
AccessRepairTool_20,25.2,application/x-executable,f13fdad6b5a5f0baaadc9097c244f6e48c4b2bfc453a1757844481ea92453132,8,0,37,1,0,0
Office365Setup_20,13.36,exe,dc174f69986bf626eb40f1944c63b4cd5849aa347a9790e45b4e2619a5c04f03,19,0,18,0,0,0
WindowsBackup_20,37.68,application/x-dosexec,5a9923936305b9323b0415a17de945676daae1f62a54832413a8b6e3ae28d7ec,23,1,18,0,0,0
AdobeInstaller_21,25.55,application/x-executable,3c5da2b3aee11655ef2de2f22b508e0667d8baa32cb7e6c1539f03e6bc129e81,4,1,13,0,0,0
WinUpdatePatch_21,36.76,application/x-dosexec,a2984b1ed6b3eec8bcfa259eaa228a7afd67bbdacc8bc3695abfe7181086146e,25,0,22,0,0,0
MicrosoftWord_21,12.02,exe,040c4e136285a3c369a12d5c8a9aa78422ad8f022197d455ae070d6676f0ab43,3,1,1,0,1,0
ExcelUpdater_21,31.35,exe,2b6184f9ae2bd5f0d8a9cb47b227022f0bd95da57488f4112a97dcb99c569659,14,0,10,0,0,0
VisualStudioSetup_21,37.35,exe,bc44b160ac53293b6228d6a545a5aca4bea4da7fb2eace865dde11b595c70f1d,2,1,13,0,0,0
EdgeUpdate_21,2.72,application/x-executable,feddecdfe4a9a609425f865eb87ffe5aa96bf0134c49d5db8812f738298b8cff,36,0,42,0,0,0
DefenderScan_21,22.56,application/vnd.microsoft.portable-executable,7b6e3ea567b52c5ab847ebd720c978c1dd839572ef896110a78141a1b8bbf594,28,1,29,1,1,0
OutlookSync_21,32.07,application/x-dosexec,ebbcd238f0464a465676bdf68bb77abc2d23072a315383b73704deef19f77b6b,38,0,2,1,0,0
OneDriveClient_21,39.35,application/x-executable,24f68e916325fbfdece07468085a6beecfe29d03823f3bce67709ab1becd3eb4,39,0,9,1,1,0
SkypeInstaller_21,41.11,application/x-dosexec,dcf7fa12e882c1ec2cf365028d892a3591b3689f37298e04e9e699a710d4023c,31,1,36,1,1,0
PowerPointInstaller_21,10.59,exe,25793545a394f3c806618af10eea088a8ec3d41e345eb12f0a04f40c6d5a0aa4,11,0,10,1,1,0
TeamsUpdate_21,9.08,application/x-dosexec,f6606feabccc5ee553d428876908de419ab8997cbdf27ca76fb2ddd1d6a9ebbe,36,0,28,1,0,0
AccessRepairTool_21,36.68,application/x-dosexec,225c9f5a2a4f03160c441348c977b129c8f303f83742718d76c9c5e158441b5e,5,0,35,0,1,0
Office365Setup_21,3.15,application/x-executable,fff6954bd676786abb0b8dd48935f387c845b6b83a352c0f64acbfec3c6b357e,15,1,5,0,0,0
WindowsBackup_21,45.9,application/x-dosexec,5e2a07f6a10b226faf8ec352de54bc60305ea0ed6c2a1dec89f919885f7cbd1c,3,1,26,1,1,0
AdobeInstaller_22,44.36,application/x-dosexec,142ac82d5a254dd7307598b5a70a9d751c8c20eca3f29e610a185e0c12674547,33,1,45,1,1,0
WinUpdatePatch_22,33.06,application/vnd.microsoft.portable-executable,99bbf4d141247114010efbd25590edb2c1be2868c8458adb6b6dc94a6c38a309,22,1,23,0,0,0
MicrosoftWord_22,31.48,application/x-dosexec,3247eeaf3857519a1ff454377cd598282a83770ae03b96b785ec77de839e98b2,37,0,5,0,0,0
ExcelUpdater_22,25.84,application/vnd.microsoft.portable-executable,a49cd470af88eb87e728a73dbf54a5f3aae1aabb4fc9dd2522751b3dc01434dd,39,1,7,0,0,0
VisualStudioSetup_22,22.47,application/vnd.microsoft.portable-executable,fed80b3b1a50a2e1ed68134e030284e0bf66f2127eb3fc5025789e0217c7ccb7,31,0,2,1,0,0
EdgeUpdate_22,31.16,application/x-executable,6b4aa62b66dd96502aee6acaf58db2417958f4214ee484529e7b2976a8e28fdb,11,0,28,1,0,0
DefenderScan_22,45.1,application/x-dosexec,8665efcf26f3d201ddbac016d6d4200d712e0f8024ad88977298bec4e60030f4,28,1,15,0,0,0
OutlookSync_22,23.86,exe,76e31b9e79fdcde51d9e757d493350fc5871596ba2eba18ba56200ee3398c3c9,6,0,12,1,1,0
OneDriveClient_22,34.39,application/x-executable,f5da9f8c5570c1cc5b5a8e741b4192dda07a3375c582d1dda6f604bc973383f3,27,1,15,0,0,0
SkypeInstaller_22,13.07,application/vnd.microsoft.portable-executable,2eae46174b922cbff8a3368e47306d98c44d50f122bcb5d910ed798b79f59530,37,1,13,0,1,0
PowerPointInstaller_22,27.61,application/vnd.microsoft.portable-executable,7f4df6e0d98b5424eeb666a48f1a9830523d84848045e545bdacd32dc8bdc083,12,0,35,1,1,0
TeamsUpdate_22,10.73,application/vnd.microsoft.portable-executable,1e234f998323611285f432bb3fbd87ffc2974b6b381b48d94c97b8cba83376c0,22,0,29,1,0,0
AccessRepairTool_22,40.22,exe,8a9e58f890db048466f972ff1d6f172f9ab7078be16db1e8462f518e445a03ed,31,1,6,0,0,0
Office365Setup_22,1.69,exe,19377493d4cb026fbb45bda3312f9496fa0c8d57227476161ceae936f8513c69,40,1,1,0,0,0
WindowsBackup_22,48.78,application/x-dosexec,621f05d89f5d3366fb57c2456c9df61072d2eae15cc81324299f56bd26017871,18,0,4,1,0,0
AdobeInstaller_23,11.32,exe,415bc4c57a0a8a138947314a8837559322491797d5d507f7d3696853b20702c9,30,1,36,1,1,0
WinUpdatePatch_23,25.32,application/x-dosexec,1a162733c68b7baf777bc6b7ab55933fdd39bcc91fbbf57b1d58186d308dc0bf,33,0,0,1,1,0
MicrosoftWord_23,44.83,application/x-dosexec,8cb373e0d4b6aa526bb11af44b52a9d52a2765e03fdfaff929f5c6816a9a8440,31,1,31,1,1,0
ExcelUpdater_23,33.85,exe,233b4a5b5cac01df23a225a73f34ed601ed4a93163110e4a4aee23b1a194da7e,21,1,33,0,0,0
VisualStudioSetup_23,14.37,application/vnd.microsoft.portable-executable,0d537415ecf8e8748aeb9af3a7339a0dd21c430a8045c28fd6687516f479097e,22,1,45,0,0,0
EdgeUpdate_23,6,application/x-dosexec,f61ecf7a823271d9173b35aec20e0b7403b16b89b232be33df70b69a0107b835,32,0,31,1,0,0
DefenderScan_23,31.04,application/vnd.microsoft.portable-executable,9c1db1dff21013a041d6a228f0e7a412d47aba4eb357525194385599a3151beb,37,1,0,0,1,0
OutlookSync_23,9.37,application/x-executable,79e71bdfcbbca06ee09b1042f2d6aec1a16f47627fc6a99a6738e21a25ec2a7a,16,1,12,1,1,0
OneDriveClient_23,42.82,exe,ac21322eec5be98e800bf3c27a4ffb4136b48b1ce6cc91cec1b3fbf21f3d5b71,10,0,12,1,1,0
SkypeInstaller_23,34.53,application/x-dosexec,4c60826c534e69f016bfa9f48f14c3c340d337474991fac7c57acf2d0ea98646,14,1,32,0,0,0
PowerPointInstaller_23,5.16,application/x-dosexec,4a2276890bd51e46701d185dda187e48d8e68eb0dcc1389142059afc784b1bc7,31,0,10,0,1,0
TeamsUpdate_23,5.21,exe,01df96e407c3d75233a57e206005765e433ae403834e9708cd7f6d89f56f7d49,6,1,6,0,0,0
AccessRepairTool_23,26.76,application/vnd.microsoft.portable-executable,e41dcc58e59d70c1e6fa06dd025675e059ef3e0d0e3f027d0acdad254b1f1e87,31,1,17,1,1,0
Office365Setup_23,39.84,application/x-executable,2f012cf8a1ec6d0cf41e1269d222b9af9e6bf87439a45dae9625b745625b3e37,13,1,1,1,0,0
WindowsBackup_23,25.84,application/x-executable,c8b5a59e9a11b73bf1c53042d8ec00879482608cd7640a2a6ba64709c9c19ed8,19,1,33,0,0,0
AdobeInstaller_24,35.03,application/vnd.microsoft.portable-executable,f657b6e48103bdd5a91fd61eb6b6e9523213d2b491fb065a5f5cd2f34a8fceb4,13,1,14,1,1,0
WinUpdatePatch_24,9.31,application/x-dosexec,9222132799319b485c274d847f879a353482f4c78e9b692fbb9d4f853d067ad0,19,0,2,0,0,0
MicrosoftWord_24,4.52,application/x-dosexec,bad19df48caa868f1e2d06df93e51465a123e128aedb1897ed130d960c5f97ba,32,0,16,1,0,0
ExcelUpdater_24,38.78,application/x-dosexec,1e7ab28758ce3e6d9c63e8eb08fbbc37d02439500ccfef055beb936d5d92bf98,35,0,10,0,1,0
VisualStudioSetup_24,41.41,application/x-dosexec,d407b85ebe4015ded914689edd809b8508dc38acf14ef8c5af9d3ef290d5c5d7,16,1,23,0,1,0
EdgeUpdate_24,9.94,application/x-dosexec,b5ce4cc07fc3ff9aae42278c2f909a097eb1cf29e9f367a7cc8201bf22779102,14,1,15,1,1,0
DefenderScan_24,8.38,application/x-executable,0bc668c900568b9a86638483af6dc84345f9fbcb6f11068704f4ab18dacd631b,38,1,30,1,0,0
